id,country,region_name,region_code,car_manufacturer,car_model,base_price,tax_rate,tax_amount,total_price,fuel_type,transmission,manufacturing_year,tag,status
CAR-04622,Egypt,Africa,R5,EGA,7-Series Assy,14041.89,0.214,3004.96,17046.85,Electric,Automatic,2022,Luxury|SUV|Electric-Vehicle,Active
CAR-04623,India,Asia,R1,Mahindra,Thar,32346.66,0.243,7860.24,40206.9,Hybrid,Automatic,2024,SUV|Sedan,Pending_Launch
CAR-04624,South Africa,Africa,R5,Birkin,S3,25037.08,0.0994,2488.69,27525.77,Diesel,Manual,2023,Luxury|Commercial,Active
CAR-04625,South Africa,Africa,R5,Birkin,S3,20645.47,0.2269,4684.46,25329.93,Hybrid,Automatic,2023,Premium|Sedan,Active
CAR-04626,Mexico,North America,R3,Mastretta,MXT,30695.79,0.1564,4800.82,35496.61,Hybrid,Manual,2024,Luxury|Electric-Vehicle,Pending_Launch
CAR-04627,India,Asia,R1,Maruti Suzuki,Brezza,30507.75,0.1653,5042.93,35550.68,Petrol,Automatic,2023,Electric-Vehicle|Sedan,Discontinued
CAR-04628,Germany,Europe,R2,Audi,Q5,67304.88,0.2531,17034.87,84339.75,Electric,Manual,2024,SUV|Economy|Electric-Vehicle,Pending_Launch
CAR-04629,United Kingdom,Europe,R2,Aston Martin,DB11,254077.24,0.183,46496.13,300573.37,Diesel,Automatic,2022,Commercial|Electric-Vehicle,Active
CAR-04630,India,Asia,R1,Tata Motors,Harrier,12200.98,0.1827,2229.12,14430.1,Petrol,Automatic,2022,Sports|Electric-Vehicle,Pending_Launch
CAR-04631,United Kingdom,Europe,R2,Aston Martin,DBX,266345.11,0.2082,55453.05,321798.16,Hybrid,Manual,2023,Electric-Vehicle,Pending_Launch
CAR-04632,China,Asia,R1,NIO,EC6,24424.74,0.2008,4904.49,29329.23,Petrol,Automatic,2022,SUV|Premium,Pending_Launch
CAR-04633,Egypt,Africa,R5,EGA,7-Series Assy,22945.56,0.0816,1872.36,24817.92,Petrol,Automatic,2023,Sports,Discontinued
CAR-04634,Germany,Europe,R2,Audi,A6,56841.71,0.2365,13443.06,70284.77,Electric,Manual,2026,Sports|Electric-Vehicle,Active
CAR-04635,China,Asia,R1,Geely,Boyue,20761.89,0.2299,4773.16,25535.05,Hybrid,Automatic,2025,Economy,Pending_Launch
CAR-04636,Canada,North America,R3,Campagna,T-Rex,18221.53,0.1075,1958.81,20180.34,Hybrid,Automatic,2024,Commercial,Discontinued
CAR-04637,Italy,Europe,R2,Ferrari,SF90,281847.81,0.0925,26070.92,307918.73,Diesel,Automatic,2024,Luxury|Sedan,Pending_Launch
CAR-04638,China,Asia,R1,Geely,Emgrand,27499.6,0.1712,4707.93,32207.53,Hybrid,Manual,2023,SUV|Commercial,Pending_Launch
CAR-04639,South Africa,Africa,R5,Birkin,S3,34579.65,0.2774,9592.39,44172.04,Diesel,Automatic,2023,Premium|Commercial,Active
CAR-04640,United Kingdom,Europe,R2,Land Rover,Discovery,12321.76,0.1747,2152.61,14474.37,Hybrid,Automatic,2024,SUV,Pending_Launch
CAR-04641,South Africa,Africa,R5,Birkin,S3,30430.37,0.1878,5714.82,36145.19,Petrol,Automatic,2023,Luxury|Economy,Pending_Launch
CAR-04642,China,Asia,R1,BYD,Tang,35542.9,0.182,6468.81,42011.71,Hybrid,Automatic,2022,SUV|Premium,Discontinued
CAR-04643,United Kingdom,Europe,R2,Jaguar,F-Pace,13723.48,0.1421,1950.11,15673.59,Hybrid,Automatic,2024,Sports|Premium,Discontinued
CAR-04644,South Africa,Africa,R5,Birkin,S3,26183.34,0.2378,6226.4,32409.74,Electric,Automatic,2022,Luxury|Premium|Electric-Vehicle,Discontinued
CAR-04645,France,Europe,R2,Renault,Captur,18197.22,0.2403,4372.79,22570.01,Diesel,Automatic,2024,Premium|Commercial,Discontinued
CAR-04646,Egypt,Africa,R5,EGA,7-Series Assy,22961.11,0.1565,3593.41,26554.52,Hybrid,Manual,2025,Luxury|Commercial,Discontinued
CAR-04647,Japan,Asia,R1,Honda,Accord,17564.04,0.1552,2725.94,20289.98,Hybrid,Automatic,2026,SUV|Commercial,Active
CAR-04648,USA,North America,R3,Chevrolet,Corvette,35452.28,0.2299,8150.48,43602.76,Petrol,Manual,2023,Luxury|Premium,Active
CAR-04649,USA,North America,R3,Ford,F-150,20718.63,0.2311,4788.08,25506.71,Diesel,Automatic,2023,Sports|Premium,Discontinued
CAR-04650,Germany,Europe,R2,Volkswagen,Passat,14073.1,0.0822,1156.81,15229.91,Hybrid,Automatic,2022,SUV|Sedan,Discontinued
CAR-04651,New Zealand,Oceania,R6,Hulme,CanAm,25228.14,0.1816,4581.43,29809.57,Hybrid,Automatic,2025,SUV|Electric-Vehicle,Pending_Launch
CAR-04652,Brazil,South America,R4,Troller,T4,14217.86,0.1385,1969.17,16187.03,Petrol,Automatic,2025,Luxury|Electric-Vehicle,Discontinued
CAR-04653,South Korea,Asia,R1,Hyundai,Santa Fe,27311.56,0.2616,7144.7,34456.26,Diesel,Manual,2022,Sports|Electric-Vehicle,Discontinued
CAR-04654,India,Asia,R1,Maruti Suzuki,Baleno,36654.63,0.2324,8518.54,45173.17,Hybrid,Automatic,2026,Electric-Vehicle|Sedan,Pending_Launch
CAR-04655,New Zealand,Oceania,R6,Hulme,CanAm,12461.25,0.1258,1567.63,14028.88,Hybrid,Automatic,2024,Premium|Economy,Active
CAR-04656,Germany,Europe,R2,Mercedes-Benz,C-Class,45315.21,0.231,10467.81,55783.02,Petrol,Automatic,2023,Luxury|SUV,Active
CAR-04657,United Kingdom,Europe,R2,Land Rover,Defender,33818.03,0.1364,4612.78,38430.81,Electric,Automatic,2026,Economy|Sedan|Electric-Vehicle,Pending_Launch
CAR-04658,South Africa,Africa,R5,Birkin,S3,26038.5,0.2373,6178.94,32217.44,Diesel,Automatic,2026,Premium|Commercial,Active
CAR-04659,South Africa,Africa,R5,Birkin,S3,13816.36,0.219,3025.78,16842.14,Hybrid,Automatic,2023,Economy|Sedan,Pending_Launch
CAR-04660,Mexico,North America,R3,Mastretta,MXT,22504.69,0.0936,2106.44,24611.13,Electric,Manual,2023,Luxury|Premium|Electric-Vehicle,Pending_Launch
CAR-04661,New Zealand,Oceania,R6,Hulme,CanAm,26520.28,0.247,6550.51,33070.79,Electric,Manual,2022,Luxury|Premium|Electric-Vehicle,Active
CAR-04662,New Zealand,Oceania,R6,Hulme,CanAm,20107.12,0.2745,5519.4,25626.52,Petrol,Manual,2022,SUV|Luxury,Discontinued
CAR-04663,United Kingdom,Europe,R2,Land Rover,Range Rover,18539.74,0.2569,4762.86,23302.6,Hybrid,Manual,2023,Economy,Pending_Launch
CAR-04664,Canada,North America,R3,Campagna,T-Rex,34995.4,0.168,5879.23,40874.63,Hybrid,Automatic,2025,Premium|Economy,Discontinued
CAR-04665,Canada,North America,R3,Campagna,T-Rex,14562.2,0.2431,3540.07,18102.27,Hybrid,Manual,2022,SUV|Sedan,Active
CAR-04666,Mexico,North America,R3,Mastretta,MXT,31932.34,0.2769,8842.06,40774.4,Hybrid,Automatic,2022,Economy,Discontinued
CAR-04667,USA,North America,R3,Jeep,Grand Cherokee,28180.25,0.1639,4618.74,32798.99,Electric,Manual,2022,Electric-Vehicle|Sedan,Discontinued
CAR-04668,USA,North America,R3,Tesla,Model X,42833.32,0.1648,7058.93,49892.25,Hybrid,Automatic,2025,Commercial|Economy,Active
CAR-04669,New Zealand,Oceania,R6,Hulme,CanAm,24024.74,0.2152,5170.12,29194.86,Hybrid,Manual,2023,Economy|Electric-Vehicle,Pending_Launch
CAR-04670,South Korea,Asia,R1,Kia,EV6,30754.13,0.1757,5403.5,36157.63,Hybrid,Manual,2026,Premium|Economy,Discontinued
CAR-04671,South Africa,Africa,R5,Birkin,S3,19958.19,0.1166,2327.12,22285.31,Electric,Manual,2026,Luxury|Premium|Electric-Vehicle,Active
CAR-04672,Australia,Oceania,R6,Holden,Colorado,37677.77,0.2734,10301.1,47978.87,Hybrid,Automatic,2022,SUV|Commercial,Pending_Launch
CAR-04673,South Africa,Africa,R5,Birkin,S3,30120.82,0.2004,6036.21,36157.03,Diesel,Manual,2023,Sports|Premium,Active
CAR-04674,Argentina,South America,R4,Purasangre,Sprint,12666.48,0.217,2748.63,15415.11,Hybrid,Automatic,2026,SUV|Luxury,Discontinued
CAR-04675,Brazil,South America,R4,Troller,T4,24586.9,0.2187,5377.16,29964.06,Hybrid,Automatic,2025,Economy|Electric-Vehicle,Discontinued
CAR-04676,Canada,North America,R3,Campagna,T-Rex,35686.46,0.1023,3650.72,39337.18,Diesel,Manual,2022,Luxury|Economy,Discontinued
CAR-04677,USA,North America,R3,Ford,F-150,16254.31,0.1586,2577.93,18832.24,Diesel,Automatic,2024,Sports|Premium,Discontinued
CAR-04678,Brazil,South America,R4,Troller,T4,14549.16,0.234,3404.5,17953.66,Diesel,Automatic,2024,Economy|Sedan,Pending_Launch
CAR-04679,Australia,Oceania,R6,Holden,Colorado,12063.46,0.276,3329.51,15392.97,Diesel,Manual,2023,Premium|Sedan,Active
CAR-04680,USA,North America,R3,Tesla,Model X,55005.96,0.2058,11320.23,66326.19,Diesel,Automatic,2023,Electric-Vehicle,Pending_Launch
CAR-04681,United Kingdom,Europe,R2,Jaguar,I-Pace,17087.98,0.1192,2036.89,19124.87,Hybrid,Automatic,2025,Economy|Electric-Vehicle,Pending_Launch
CAR-04682,New Zealand,Oceania,R6,Hulme,CanAm,25330.87,0.2719,6887.46,32218.33,Diesel,Automatic,2024,Luxury|Premium,Discontinued
CAR-04683,France,Europe,R2,Peugeot,208,20648.15,0.1782,3679.5,24327.65,Diesel,Automatic,2024,Electric-Vehicle|Sedan,Pending_Launch
CAR-04684,Germany,Europe,R2,Volkswagen,Golf,21799.41,0.1833,3995.83,25795.24,Hybrid,Manual,2023,Luxury|Sports,Discontinued
CAR-04685,Brazil,South America,R4,Troller,T4,24056.16,0.2795,6723.7,30779.86,Diesel,Automatic,2022,Sports|Sedan,Pending_Launch
CAR-04686,Japan,Asia,R1,Subaru,Forester,23449.54,0.2282,5351.19,28800.73,Hybrid,Automatic,2026,Luxury|Sports,Active
CAR-04687,Australia,Oceania,R6,Holden,Commodore,37565.7,0.0891,3347.1,40912.8,Hybrid,Automatic,2026,Luxury|Electric-Vehicle,Pending_Launch
CAR-04688,Italy,Europe,R2,Fiat,500,21400.32,0.2184,4673.83,26074.15,Electric,Manual,2023,Sports|Economy|Electric-Vehicle,Discontinued
CAR-04689,Argentina,South America,R4,Purasangre,Sprint,30438.82,0.1283,3905.3,34344.12,Electric,Automatic,2026,Sedan|Electric-Vehicle,Active
CAR-04690,USA,North America,R3,Ford,Escape,31611.63,0.0962,3041.04,34652.67,Diesel,Automatic,2025,Premium|Economy,Discontinued
CAR-04691,France,Europe,R2,Renault,Megane,22476.85,0.1208,2715.2,25192.05,Electric,Automatic,2026,Commercial|Electric-Vehicle,Pending_Launch
CAR-04692,Mexico,North America,R3,Mastretta,MXT,24091.94,0.1906,4591.92,28683.86,Electric,Manual,2026,Sports|Electric-Vehicle,Discontinued
CAR-04693,India,Asia,R1,Tata Motors,Altroz,23275.93,0.2174,5060.19,28336.12,Diesel,Automatic,2022,Luxury|Sports,Discontinued
CAR-04694,Mexico,North America,R3,Mastretta,MXT,28024.91,0.1421,3982.34,32007.25,Hybrid,Manual,2024,SUV|Electric-Vehicle,Discontinued
CAR-04695,Italy,Europe,R2,Ferrari,SF90,196970.06,0.1563,30786.42,227756.48,Electric,Automatic,2026,Premium|Electric-Vehicle,Discontinued
CAR-04696,Egypt,Africa,R5,EGA,7-Series Assy,15886.97,0.1083,1720.56,17607.53,Hybrid,Automatic,2022,Commercial|Sedan,Pending_Launch
CAR-04697,Mexico,North America,R3,Mastretta,MXT,36694.89,0.0821,3012.65,39707.54,Hybrid,Manual,2022,Commercial|Economy,Pending_Launch
CAR-04698,Australia,Oceania,R6,Holden,Colorado,31863.6,0.2186,6965.38,38828.98,Diesel,Manual,2023,Luxury|Premium,Discontinued
CAR-04699,Argentina,South America,R4,Purasangre,Sprint,36196.78,0.1831,6627.63,42824.41,Petrol,Manual,2024,Luxury|Commercial,Discontinued
CAR-04700,India,Asia,R1,Tata Motors,Nexon,22466.12,0.2517,5654.72,28120.84,Petrol,Automatic,2026,SUV|Luxury,Discontinued
CAR-04701,Italy,Europe,R2,Lamborghini,Revuelto,181355.22,0.1087,19713.31,201068.53,Electric,Automatic,2023,SUV|Luxury|Electric-Vehicle,Discontinued
CAR-04702,United Kingdom,Europe,R2,Jaguar,XF,14493.83,0.2286,3313.29,17807.12,Electric,Automatic,2026,Commercial|Economy|Electric-Vehicle,Pending_Launch
CAR-04703,Brazil,South America,R4,Troller,T4,22452.69,0.1999,4488.29,26940.98,Diesel,Manual,2026,Premium|Economy,Discontinued
CAR-04704,Mexico,North America,R3,Mastretta,MXT,12344.77,0.2276,2809.67,15154.44,Hybrid,Automatic,2023,Sports|Premium,Discontinued
CAR-04705,South Africa,Africa,R5,Birkin,S3,33003.56,0.1838,6066.05,39069.61,Hybrid,Automatic,2022,Premium|Commercial,Pending_Launch
CAR-04706,South Korea,Asia,R1,Kia,Seltos,37519.06,0.2174,8156.64,45675.7,Diesel,Manual,2025,SUV|Premium,Pending_Launch
CAR-04707,New Zealand,Oceania,R6,Hulme,CanAm,25138.16,0.2724,6847.63,31985.79,Diesel,Manual,2022,Commercial|Economy,Discontinued
CAR-04708,Brazil,South America,R4,Troller,T4,25063.92,0.0895,2243.22,27307.14,Hybrid,Manual,2026,Economy|Electric-Vehicle,Active
CAR-04709,China,Asia,R1,BYD,Seal,13387.77,0.2203,2949.33,16337.1,Electric,Automatic,2022,SUV|Electric-Vehicle,Pending_Launch
CAR-04710,USA,North America,R3,Tesla,Model 3,72682.98,0.1284,9332.49,82015.47,Hybrid,Automatic,2023,Luxury|Sedan,Pending_Launch
CAR-04711,Australia,Oceania,R6,Holden,Colorado,18590.68,0.1715,3188.3,21778.98,Hybrid,Manual,2022,SUV|Sedan,Active
CAR-04712,Japan,Asia,R1,Nissan,Leaf,37911.3,0.1969,7464.73,45376.03,Electric,Automatic,2022,Sports|Commercial|Electric-Vehicle,Discontinued
CAR-04713,China,Asia,R1,BYD,Han,35841.27,0.0905,3243.63,39084.9,Hybrid,Automatic,2024,Commercial|Sedan,Active
CAR-04714,India,Asia,R1,Mahindra,XUV700,33695.1,0.2505,8440.62,42135.72,Electric,Automatic,2023,Sedan|Electric-Vehicle,Pending_Launch
CAR-04715,Australia,Oceania,R6,Holden,Commodore,36095.41,0.1417,5114.72,41210.13,Electric,Manual,2022,Luxury|Sedan|Electric-Vehicle,Pending_Launch
CAR-04716,United Kingdom,Europe,R2,Land Rover,Defender,14148.88,0.2381,3368.85,17517.73,Hybrid,Manual,2025,Premium|Electric-Vehicle,Discontinued
CAR-04717,USA,North America,R3,Jeep,Grand Cherokee,35641.34,0.2339,8336.51,43977.85,Electric,Manual,2022,SUV|Sports|Electric-Vehicle,Active
CAR-04718,China,Asia,R1,BYD,Atto 3,15400.01,0.2096,3227.84,18627.85,Diesel,Manual,2026,Economy|Sedan,Pending_Launch
CAR-04719,China,Asia,R1,BYD,Han,12193.34,0.2612,3184.9,15378.24,Diesel,Manual,2023,Luxury|SUV,Active
CAR-04720,Australia,Oceania,R6,Holden,Commodore,20025.91,0.1234,2471.2,22497.11,Diesel,Manual,2024,SUV|Electric-Vehicle,Active
CAR-04721,South Africa,Africa,R5,Birkin,S3,37074.64,0.2615,9695.02,46769.66,Hybrid,Automatic,2024,Premium|Commercial,Pending_Launch
CAR-04722,Japan,Asia,R1,Toyota,Camry,30603.76,0.2615,8002.88,38606.64,Electric,Manual,2022,SUV|Electric-Vehicle,Discontinued
CAR-04723,South Korea,Asia,R1,Kia,Sorento,17742.66,0.1887,3348.04,21090.7,Electric,Automatic,2025,Electric-Vehicle,Active
CAR-04724,Egypt,Africa,R5,EGA,7-Series Assy,32776.75,0.256,8390.85,41167.6,Petrol,Automatic,2024,Sports|Commercial,Active
CAR-04725,USA,North America,R3,Jeep,Wrangler,14409.08,0.1993,2871.73,17280.81,Electric,Automatic,2025,Premium|Electric-Vehicle,Active
CAR-04726,Brazil,South America,R4,Troller,T4,35678.18,0.1582,5644.29,41322.47,Electric,Automatic,2023,SUV|Commercial|Electric-Vehicle,Discontinued
CAR-04727,Argentina,South America,R4,Purasangre,Sprint,36210.18,0.1793,6492.49,42702.67,Hybrid,Automatic,2026,Luxury|Electric-Vehicle,Pending_Launch
CAR-04728,Japan,Asia,R1,Honda,Accord,19163.83,0.2646,5070.75,24234.58,Diesel,Manual,2023,Luxury|Electric-Vehicle,Discontinued
CAR-04729,France,Europe,R2,Renault,Megane,37284.73,0.1821,6789.55,44074.28,Electric,Manual,2025,Electric-Vehicle|Sedan,Discontinued
CAR-04730,France,Europe,R2,Peugeot,3008,17666.01,0.147,2596.9,20262.91,Petrol,Automatic,2024,Commercial|Economy,Pending_Launch
CAR-04731,South Korea,Asia,R1,Hyundai,Elantra,29616.47,0.1194,3536.21,33152.68,Hybrid,Manual,2023,Luxury|Commercial,Active
CAR-04732,Australia,Oceania,R6,Holden,Colorado,16879.15,0.1413,2385.02,19264.17,Diesel,Automatic,2022,Economy,Pending_Launch
CAR-04733,Australia,Oceania,R6,Holden,Commodore,27863.9,0.2744,7645.85,35509.75,Hybrid,Manual,2024,Luxury|SUV,Pending_Launch
CAR-04734,New Zealand,Oceania,R6,Hulme,CanAm,15123.12,0.2069,3128.97,18252.09,Electric,Automatic,2025,SUV|Electric-Vehicle,Discontinued
CAR-04735,USA,North America,R3,Ford,Escape,17077.96,0.1753,2993.77,20071.73,Hybrid,Manual,2025,SUV|Sports,Discontinued
CAR-04736,Australia,Oceania,R6,Holden,Colorado,15242.34,0.2596,3956.91,19199.25,Electric,Automatic,2022,Premium|Economy|Electric-Vehicle,Pending_Launch
CAR-04737,Mexico,North America,R3,Mastretta,MXT,20143.93,0.197,3968.35,24112.28,Diesel,Automatic,2025,Luxury|Premium,Pending_Launch
CAR-04738,Italy,Europe,R2,Ferrari,Roma,200220.4,0.0933,18680.56,218900.96,Hybrid,Manual,2025,Sports|Premium,Pending_Launch
CAR-04739,USA,North America,R3,Ford,Explorer,19954.37,0.1225,2444.41,22398.78,Diesel,Automatic,2022,SUV|Sports,Active
CAR-04740,China,Asia,R1,Geely,Boyue,27938.58,0.1352,3777.3,31715.88,Petrol,Automatic,2024,SUV|Sports,Active
CAR-04741,Australia,Oceania,R6,Holden,Commodore,24354.43,0.2591,6310.23,30664.66,Electric,Manual,2022,Sports|Premium|Electric-Vehicle,Discontinued
CAR-04742,Australia,Oceania,R6,Holden,Commodore,28084.82,0.1774,4982.25,33067.07,Electric,Automatic,2024,Sports|Electric-Vehicle,Discontinued
CAR-04743,China,Asia,R1,Geely,Coolray,21319.26,0.136,2899.42,24218.68,Electric,Automatic,2023,Economy|Electric-Vehicle,Discontinued
CAR-04744,Argentina,South America,R4,Purasangre,Sprint,16545.82,0.1588,2627.48,19173.3,Petrol,Manual,2026,Economy|Electric-Vehicle,Pending_Launch
CAR-04745,South Korea,Asia,R1,Kia,Sorento,25766.04,0.2515,6480.16,32246.2,Diesel,Manual,2026,Sports|Premium,Pending_Launch
CAR-04746,Japan,Asia,R1,Subaru,Outback,32478.7,0.2247,7297.96,39776.66,Hybrid,Automatic,2022,SUV|Premium,Active
CAR-04747,Argentina,South America,R4,Purasangre,Sprint,21298.06,0.2247,4785.67,26083.73,Petrol,Manual,2022,Commercial|Sedan,Active
CAR-04748,India,Asia,R1,Tata Motors,Altroz,28591.88,0.1555,4446.04,33037.92,Diesel,Automatic,2023,Economy,Discontinued
CAR-04749,South Africa,Africa,R5,Birkin,S3,18804.72,0.1215,2284.77,21089.49,Hybrid,Manual,2023,SUV|Premium,Discontinued
CAR-04750,Brazil,South America,R4,Troller,T4,33927.17,0.1129,3830.38,37757.55,Electric,Automatic,2023,Premium|Electric-Vehicle,Discontinued
CAR-04751,Egypt,Africa,R5,EGA,7-Series Assy,33930.19,0.0993,3369.27,37299.46,Electric,Automatic,2025,SUV|Sedan|Electric-Vehicle,Pending_Launch
CAR-04752,Japan,Asia,R1,Toyota,Land Cruiser,26603.3,0.2213,5887.31,32490.61,Diesel,Automatic,2022,SUV|Premium,Discontinued
CAR-04753,USA,North America,R3,Chevrolet,Silverado,35838.43,0.1574,5640.97,41479.4,Petrol,Manual,2023,Commercial|Electric-Vehicle,Pending_Launch
CAR-04754,South Africa,Africa,R5,Birkin,S3,20072.24,0.0899,1804.49,21876.73,Diesel,Automatic,2025,Luxury,Active
CAR-04755,Japan,Asia,R1,Toyota,Prius,15306.31,0.2305,3528.1,18834.41,Diesel,Manual,2025,SUV|Economy,Discontinued
CAR-04756,United Kingdom,Europe,R2,Aston Martin,DBX,269381.08,0.2648,71332.11,340713.19,Electric,Automatic,2023,Luxury|Electric-Vehicle,Active
CAR-04757,Mexico,North America,R3,Mastretta,MXT,19246.99,0.1772,3410.57,22657.56,Diesel,Automatic,2024,Electric-Vehicle|Sedan,Discontinued
CAR-04758,Mexico,North America,R3,Mastretta,MXT,25387.75,0.2354,5976.28,31364.03,Electric,Automatic,2025,Economy|Electric-Vehicle,Discontinued
CAR-04759,South Africa,Africa,R5,Birkin,S3,13513.92,0.0961,1298.69,14812.61,Petrol,Manual,2023,Sports|Economy,Active
CAR-04760,New Zealand,Oceania,R6,Hulme,CanAm,32436.68,0.2082,6753.32,39190.0,Electric,Manual,2023,SUV|Premium|Electric-Vehicle,Pending_Launch
CAR-04761,Mexico,North America,R3,Mastretta,MXT,31617.59,0.1708,5400.28,37017.87,Diesel,Automatic,2023,Luxury,Pending_Launch
CAR-04762,Brazil,South America,R4,Troller,T4,34557.44,0.123,4250.57,38808.01,Diesel,Automatic,2023,Luxury|Sports,Discontinued
CAR-04763,South Korea,Asia,R1,Kia,Sportage,24744.87,0.2161,5347.37,30092.24,Electric,Automatic,2026,Commercial|Sedan|Electric-Vehicle,Discontinued
CAR-04764,Germany,Europe,R2,Mercedes-Benz,EQS,45610.36,0.1516,6914.53,52524.89,Electric,Automatic,2022,Luxury|Premium|Electric-Vehicle,Active
CAR-04765,Japan,Asia,R1,Honda,Civic,16220.71,0.258,4184.94,20405.65,Diesel,Manual,2023,Luxury|Electric-Vehicle,Active
CAR-04766,China,Asia,R1,Geely,Coolray,25312.64,0.1073,2716.05,28028.69,Diesel,Automatic,2023,Luxury|Premium,Active
CAR-04767,South Africa,Africa,R5,Birkin,S3,22723.97,0.2798,6358.17,29082.14,Diesel,Manual,2022,SUV,Discontinued
CAR-04768,Mexico,North America,R3,Mastretta,MXT,20368.03,0.2469,5028.87,25396.9,Hybrid,Automatic,2026,Electric-Vehicle|Sedan,Pending_Launch
CAR-04769,Japan,Asia,R1,Toyota,Camry,28610.55,0.2323,6646.23,35256.78,Petrol,Manual,2023,Economy|Electric-Vehicle,Active
CAR-04770,France,Europe,R2,Renault,Clio,20780.02,0.2386,4958.11,25738.13,Hybrid,Manual,2026,Sports|Economy,Pending_Launch
CAR-04771,United Kingdom,Europe,R2,Jaguar,XF,34786.06,0.2506,8717.39,43503.45,Hybrid,Manual,2026,Economy|Electric-Vehicle,Active
CAR-04772,China,Asia,R1,Geely,Boyue,20859.1,0.1075,2242.35,23101.45,Hybrid,Automatic,2022,Sports|Economy,Discontinued
CAR-04773,France,Europe,R2,Peugeot,3008,23167.08,0.0844,1955.3,25122.38,Diesel,Manual,2025,Commercial|Electric-Vehicle,Pending_Launch
CAR-04774,New Zealand,Oceania,R6,Hulme,CanAm,12323.72,0.2192,2701.36,15025.08,Hybrid,Automatic,2026,Luxury,Pending_Launch
CAR-04775,United Kingdom,Europe,R2,Aston Martin,DBX,340139.99,0.2797,95137.16,435277.15,Petrol,Automatic,2025,Commercial|Electric-Vehicle,Pending_Launch
CAR-04776,USA,North America,R3,Jeep,Grand Cherokee,16506.46,0.2726,4499.66,21006.12,Petrol,Manual,2024,SUV|Premium,Discontinued
CAR-04777,China,Asia,R1,Geely,Boyue,25512.52,0.1593,4064.14,29576.66,Diesel,Automatic,2025,Economy,Active
CAR-04778,Japan,Asia,R1,Honda,City,22618.42,0.1669,3775.01,26393.43,Hybrid,Automatic,2023,Commercial,Discontinued
CAR-04779,South Korea,Asia,R1,Hyundai,Santa Fe,16200.72,0.0934,1513.15,17713.87,Hybrid,Automatic,2026,Commercial,Discontinued
CAR-04780,USA,North America,R3,Jeep,Grand Cherokee,32463.59,0.267,8667.78,41131.37,Electric,Automatic,2024,Sports|Premium|Electric-Vehicle,Discontinued
CAR-04781,Egypt,Africa,R5,EGA,7-Series Assy,29238.36,0.2664,7789.1,37027.46,Petrol,Manual,2026,Electric-Vehicle|Sedan,Active
CAR-04782,Mexico,North America,R3,Mastretta,MXT,27805.48,0.2777,7721.58,35527.06,Electric,Manual,2024,SUV|Economy|Electric-Vehicle,Active
CAR-04783,USA,North America,R3,Tesla,Model Y,80798.28,0.1138,9194.84,89993.12,Hybrid,Manual,2026,Sports|Sedan,Active
CAR-04784,New Zealand,Oceania,R6,Hulme,CanAm,29735.34,0.0896,2664.29,32399.63,Petrol,Automatic,2022,Luxury|Premium,Pending_Launch
CAR-04785,Canada,North America,R3,Campagna,T-Rex,32476.51,0.1917,6225.75,38702.26,Petrol,Manual,2024,Sports,Discontinued
CAR-04786,France,Europe,R2,Renault,Clio,32373.55,0.1309,4237.7,36611.25,Diesel,Manual,2024,SUV|Commercial,Active
CAR-04787,USA,North America,R3,Chevrolet,Equinox,19419.89,0.1224,2376.99,21796.88,Hybrid,Manual,2026,Commercial|Economy,Active
CAR-04788,South Korea,Asia,R1,Kia,Sorento,30403.77,0.1353,4113.63,34517.4,Electric,Manual,2025,Luxury|Sports|Electric-Vehicle,Pending_Launch
CAR-04789,New Zealand,Oceania,R6,Hulme,CanAm,23757.31,0.2426,5763.52,29520.83,Hybrid,Manual,2026,Premium,Pending_Launch
CAR-04790,China,Asia,R1,BYD,Han,19973.17,0.2759,5510.6,25483.77,Hybrid,Automatic,2026,SUV|Premium,Active
CAR-04791,Japan,Asia,R1,Subaru,Outback,16196.33,0.2016,3265.18,19461.51,Hybrid,Manual,2022,Sports|Electric-Vehicle,Discontinued
CAR-04792,Mexico,North America,R3,Mastretta,MXT,24198.7,0.2099,5079.31,29278.01,Diesel,Manual,2023,Economy|Sedan,Discontinued
CAR-04793,Italy,Europe,R2,Ferrari,Roma,244791.5,0.1863,45604.66,290396.16,Petrol,Automatic,2024,Luxury|Economy,Discontinued
CAR-04794,Egypt,Africa,R5,EGA,7-Series Assy,17156.12,0.0973,1669.29,18825.41,Diesel,Manual,2023,SUV|Sports,Active
CAR-04795,India,Asia,R1,Tata Motors,Harrier,36048.94,0.1173,4228.54,40277.48,Hybrid,Automatic,2023,SUV|Commercial,Active
CAR-04796,Italy,Europe,R2,Fiat,500,21276.34,0.199,4233.99,25510.33,Diesel,Automatic,2024,Luxury|Commercial,Pending_Launch
CAR-04797,France,Europe,R2,Peugeot,3008,29056.19,0.1195,3472.21,32528.4,Electric,Automatic,2022,Luxury|Premium|Electric-Vehicle,Pending_Launch
CAR-04798,United Kingdom,Europe,R2,Aston Martin,DBX,338745.62,0.2183,73948.17,412693.79,Petrol,Manual,2024,Premium|Commercial,Pending_Launch
CAR-04799,United Kingdom,Europe,R2,Aston Martin,DB11,236420.6,0.0976,23074.65,259495.25,Hybrid,Automatic,2024,Luxury|Sedan,Active
CAR-04800,South Korea,Asia,R1,Kia,Sorento,16387.87,0.183,2998.98,19386.85,Diesel,Manual,2024,SUV|Economy,Active
